objectid;nom_site;adresse;code_site;arrondissement;geo_shape;lat;lon
64;PARC CHAMPS DE MARS;AVENUE CHARLES RISLER;PARIS_WIFI_0708;75007;"{""type"": ""Point"", ""coordinates"": [2.301453162629966, 48.854736894880475]}";48,85473689;2,301453163
66;BERGES DE SEINE - EMMARCHEMENT;PORT DE SOLFERINO;PARIS_WIFI_0709;75007;"{""type"": ""Point"", ""coordinates"": [2.325963449061597, 48.860915968606285]}";48,86091597;2,325963449
67;BERGES DE SEINE - JARDIN FLOTTANT;PORT DU GROS CAILLOU;PARIS_WIFI_0710;75007;"{""type"": ""Point"", ""coordinates"": [2.304718965011689, 48.86300228972848]}";48,86300229;2,304718965
78;PARC MONCEAU (ALLEE CONTESSE DE SEGUR);1, PLACE DE LA REPUBLIQUE DOMINICAINE;PARIS_WIFI_0810;75008;"{""type"": ""Point"", ""coordinates"": [2.308418322526788, 48.878946260533255]}";48,87894626;2,308418323
83;BIBLIOTHEQUE DROUOT;11, RUE DROUOT;PARIS_WIFI_0903;75009;"{""type"": ""Point"", ""coordinates"": [2.340514975741073, 48.8733770558553]}";48,87337706;2,340514976
96;JARDIN VILLEMIN;8, RUE DES RECOLLETS;PARIS_WIFI_1006;75010;"{""type"": ""Point"", ""coordinates"": [2.361110738370405, 48.874977900482406]}";48,8749779;2,361110738
106;MEDIATHEQUE FRANCOISE SAGAN;9 RUE LEON SCHWARTZENBERG;PARIS_WIFI_1016;75010;"{""type"": ""Point"", ""coordinates"": [2.353843468889871, 48.87572195942991]}";48,87572196;2,353843469
114;MAIRIE  11;PLACE LEON BLUM;PARIS_WIFI_1108;75011;"{""type"": ""Point"", ""coordinates"": [2.379502030844333, 48.85849832967313]}";48,85849833;2,379502031
119;SQUARE DES JARDINIERS;2 PASSAGE DUMAS;PARIS_WIFI_1113;75011;"{""type"": ""Point"", ""coordinates"": [2.390500108366737, 48.85206467454994]}";48,85206467;2,390500108
125;BIBLIOTHEQUE DIDEROT;42, RUE DAUMESNIL;PARIS_WIFI_1203;75012;"{""type"": ""Point"", ""coordinates"": [2.377783970787097, 48.845988752881794]}";48,84598875;2,377783971
128;CENTRE D'ANIMATION MONTGALLET;4, PASSAGE STINVILLE;PARIS_WIFI_1207;75012;"{""type"": ""Point"", ""coordinates"": [2.388513791530703, 48.844133856906225]}";48,84413386;2,388513792
131;DSTI;227, RUE DE BERCY;PARIS_WIFI_1210;75012;"{""type"": ""Point"", ""coordinates"": [2.369706538376077, 48.846518632885044]}";48,84651863;2,369706538
143;SOLARIUM ROGER LE GALL;34, BOULEVARD CARNOT;PARIS_WIFI_1222;75012;"{""type"": ""Point"", ""coordinates"": [2.412626140034946, 48.841897257939785]}";48,84189726;2,41262614
157;JARDIN CYPRIAN NORWID;36, RUE DU CHEVALERET;PARIS_WIFI_1310;75013;"{""type"": ""Point"", ""coordinates"": [2.377507488652305, 48.82811480174004]}";48,8281148;2,377507489
165;MAISON DES INITIATIVES ETUDIANTES;15, RUE JEAN ANTOINE DE BAIF;PARIS_WIFI_1318;75013;"{""type"": ""Point"", ""coordinates"": [2.383717640979977, 48.826817068216286]}";48,82681707;2,383717641
177;SQUARE JEAN CLAUDE NICOLAS FORESTIER;79,  BOULEVARD KELLERMANN;PARIS_WIFI_1330;75013;"{""type"": ""Point"", ""coordinates"": [2.34789219570924, 48.81939102834572]}";48,81939103;2,347892196
182;BIBLIOTHEQUE PLAISANCE (AIME CESAIRE);3, RUE DE RIDDER;PARIS_WIFI_1402;75014;"{""type"": ""Point"", ""coordinates"": [2.311805203203821, 48.83118822580484]}";48,83118823;2,311805203
183;BIBLIOTHEQUE VANDAMME;80, AVENUE DU MAINE;PARIS_WIFI_1403;75014;"{""type"": ""Point"", ""coordinates"": [2.321827372741553, 48.83899034217277]}";48,83899034;2,321827373
186;INSTITUT DU JUDO;21, AVENUE DE LA PORTE DE CHÌÄ‰Û_TILLON;PARIS_WIFI_1406;75014;"{""type"": ""Point"", ""coordinates"": [2.315835549874303, 48.82290813052457]}";48,82290813;2,31583555
211;MAIRIE  15;31, RUE PECLET;PARIS_WIFI_1512;75015;"{""type"": ""Point"", ""coordinates"": [2.299958836832293, 48.84128224045719]}";48,84128224;2,299958837
212;MAISON COMMUNALE;69, RUE VIOLET;PARIS_WIFI_1513;75015;"{""type"": ""Point"", ""coordinates"": [2.291406563774308, 48.84560767174906]}";48,84560767;2,291406564
213;MAISON DES ASSOCIATIONS DU 15;26, RUE DE LA SAIDA;PARIS_WIFI_1514;75015;"{""type"": ""Point"", ""coordinates"": [2.296177830611113, 48.831666957341604]}";48,83166696;2,296177831
220;SQUARE RUE BLOMET;RUE BLOMET;PARIS_WIFI_1522;75015;"{""type"": ""Point"", ""coordinates"": [2.3052349704244772, 48.84221650113775]}";48,8422165;2,30523497
225;BIBLIOTHEQUE MUSSET;20, RUE DE MUSSET;PARIS_WIFI_1601;75016;"{""type"": ""Point"", ""coordinates"": [2.263521881324014, 48.84207898886967]}";48,84207899;2,263521881
226;BIBLIOTHEQUE GERMAINE TILLION (EX : TROCADERO);2, RUE DU COMMANDANT SCHLOESING;PARIS_WIFI_1602;75016;"{""type"": ""Point"", ""coordinates"": [2.2849706536615, 48.86188876252404]}";48,86188876;2,284970654
236;SQUARE ALEXANDRE ET RENE PARODI;BOULEVARD THIERRY DE MARTEL;PARIS_WIFI_1612;75016;"{""type"": ""Point"", ""coordinates"": [2.280897195044373, 48.87636534204044]}";48,87636534;2,280897195
240;BIBLIOTHEQUE BATIGNOLLES;18, RUE DES BATIGNOLLES;PARIS_WIFI_1701;75017;"{""type"": ""Point"", ""coordinates"": [2.322075223837728, 48.88433774966841]}";48,88433775;2,322075224
243;CENTRE CULTUREL LA JONQUIERE;88, RUE LA JONQUIERE;PARIS_WIFI_1704;75017;"{""type"": ""Point"", ""coordinates"": [2.319061529225863, 48.89474446504488]}";48,89474447;2,319061529
254;BIBLIOTHEQUE ROBERT SABATIER (EX : CLIGNANCOURT);29, RUE HERMEL;PARIS_WIFI_1801;75018;"{""type"": ""Point"", ""coordinates"": [2.344473448994981, 48.891624970944925]}";48,89162497;2,344473449
261;MAISON DE L'EMPLOI DU 18;164, RUE ORDENER;PARIS_WIFI_1808;75018;"{""type"": ""Point"", ""coordinates"": [2.335507337275557, 48.893829676215425]}";48,89382968;2,335507337
267;SQUARE SUZANNE BUISSON;7, RUE GIRARDON;PARIS_WIFI_1814;75018;"{""type"": ""Point"", ""coordinates"": [2.337638952189561, 48.88814405777454]}";48,88814406;2,337638952
279;MAISON DES ASSOCIATIONS DU 19;20, RUE EDOUARD PAILLERON;PARIS_WIFI_1911;75019;"{""type"": ""Point"", ""coordinates"": [2.376550239452313, 48.88043581313899]}";48,88043581;2,376550239
289;SQUARE DE LA MARSEILLAISE;1 BIS, RUE DE LA MARSEILLAISE;PARIS_WIFI_1921;75019;"{""type"": ""Point"", ""coordinates"": [2.397322959410145, 48.88795230388303]}";48,8879523;2,397322959
290;SQUARE MARCEL MOULOUDJI (ANCIEN LOIRE JAURES);2, RUE PIERRE REVERDY;PARIS_WIFI_1922;75019;"{""type"": ""Point"", ""coordinates"": [2.377259357734391, 48.885626564158684]}";48,88562656;2,377259358
296;CARRE BAUDOUIN;121, RUE DE MESNILMONTANT;PARIS_WIFI_2006;75020;"{""type"": ""Point"", ""coordinates"": [2.394114442701314, 48.86994544070374]}";48,86994544;2,394114443
297;CENTRE D'ANIMATION LOUIS LUMIERE;46, RUE LOUIS LUMIERE;PARIS_WIFI_2007;75020;"{""type"": ""Point"", ""coordinates"": [2.411524682091793, 48.860402544750485]}";48,86040254;2,411524682
302;JARDIN HOSPICE DEBROUSSE;148, RUE DE BAGNOLET;PARIS_WIFI_2012;75020;"{""type"": ""Point"", ""coordinates"": [2.406867312142673, 48.861952580250154]}";48,86195258;2,406867312
308;PARC DE BELLEVILLE;45, RUE DES COURONNES;PARIS_WIFI_2018;75020;"{""type"": ""Point"", ""coordinates"": [2.38483338502976, 48.870572219479115]}";48,87057222;2,384833385
311;SQUARE ANTOINE BLONDIN (ANCIEN VILLAGE CHARONNE);128, RUE DE BAGNOLET;PARIS_WIFI_2021;75020;"{""type"": ""Point"", ""coordinates"": [2.405157698829653, 48.86050901376866]}";48,86050901;2,405157699
318;MEDIATHEQUE MARGUERITE DURAS;109-115, RUE DE BAGNOLET;PARIS_WIFI_2028;75020;"{""type"": ""Point"", ""coordinates"": [2.4027688850440763, 48.86016962096488]}";48,86016962;2,402768885
16;SQUARE LEOPOLD ACHILLE;13-13 BIS, RUE PAYENNE;PARIS-WIFI_0308;75003;"{""type"": ""Point"", ""coordinates"": [2.363457811608563, 48.85818833451022]}";48,85818833;2,363457812
31;PARVIS DE L'HOTEL DE VILLE (9, PLACE);9, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0417;75004;"{""type"": ""Point"", ""coordinates"": [2.351203352003823, 48.857254117659956]}";48,85725412;2,351203352
32;PARVIS DE L'HOTEL DE VILLE (RIVOLI);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0418;75004;"{""type"": ""Point"", ""coordinates"": [2.352019063090312, 48.85660412214855]}";48,85660412;2,352019063
44;BIBLIOTHEQUE HEURE JOYEUSE;6, RUE DES PRETRES SAINT SEVERIN;PARIS_WIFI_0503;75005;"{""type"": ""Point"", ""coordinates"": [2.345054202701727, 48.85197532521217]}";48,85197533;2,345054203
53;BIBLIOTHEQUE ANDRE MALRAUX;78, BOULEVARD RASPAIL;PARIS_WIFI_0601;75006;"{""type"": ""Point"", ""coordinates"": [2.327575936583555, 48.84810679194541]}";48,84810679;2,327575937
56;SQUARE FELIX DESRUELLES;168 BIS, BOULEVARD SAINT GERMAIN;PARIS_WIFI_0604;75006;"{""type"": ""Point"", ""coordinates"": [2.334235919977835, 48.85384301217657]}";48,85384301;2,33423592
68;BERGES DE SEINE - LA HALLE;PORT DE SOLFERINO;PARIS_WIFI_0711;75007;"{""type"": ""Point"", ""coordinates"": [2.322439591275651, 48.86181715110975]}";48,86181715;2,322439591
74;MAISON DES ASSOCIATIONS DU 08;28, RUE LAURE DIEBOLD;PARIS_WIFI_0806;75008;"{""type"": ""Point"", ""coordinates"": [2.304766461525645, 48.87602610152018]}";48,8760261;2,304766462
76;MUSEE DU PETIT PALAIS;1, AVENUE DUTUIT;PARIS_WIFI_0808;75008;"{""type"": ""Point"", ""coordinates"": [2.31432866167242, 48.86605926215696]}";48,86605926;2,314328662
81;ANNEXE MAISON DES ASSOCIATIONS 09;35, RUE VICTOR MASSE;PARIS_WIFI_0901;75009;"{""type"": ""Point"", ""coordinates"": [2.337007922184782, 48.88098644146314]}";48,88098644;2,337007922
90;CENTRE D'ANIMATION TOUR DES DAMES;14-18 rue de la Tour des Dames;PARIS_WIFI_0910;75009;"{""type"": ""Point"", ""coordinates"": [2.332736233817834, 48.877789880618955]}";48,87778988;2,332736234
97;MAIRIE 10;72, RUE DU FAUBOURG SAINT MARTIN;PARIS_WIFI_1007;75010;"{""type"": ""Point"", ""coordinates"": [2.357415454809863, 48.871892037559824]}";48,87189204;2,357415455
99;MAISON DES ENTREPRISES ET DE L' EMPLOI;209, RUE LAFAYETTE;PARIS_WIFI_1009;75010;"{""type"": ""Point"", ""coordinates"": [2.364096894142902, 48.88128451599195]}";48,88128452;2,364096894
101;SQUARE AMADOU HAMPATE BA;17, RUE BOY ZELENSKI;PARIS_WIFI_1011;75010;"{""type"": ""Point"", ""coordinates"": [2.36828576609327, 48.87744891926938]}";48,87744892;2,368285766
110;JARDIN BATACLAN;102, BOULEVARD RICHARD LENOIR;PARIS_WIFI_1104;75011;"{""type"": ""Point"", ""coordinates"": [2.371639850895383, 48.86334175698711]}";48,86334176;2,371639851
112;JARDIN DAMIA (ex ZAC DORIAN);PASSAGE DU BUREAU;PARIS_WIFI_1106;75011;"{""type"": ""Point"", ""coordinates"": [2.394018259518071, 48.85485158143665]}";48,85485158;2,39401826
122;SQUARE ORILLON JULES VERNES;19 BIS, RUE DE L ORILLON;PARIS_WIFI_1117;75011;"{""type"": ""Point"", ""coordinates"": [2.375124831354122, 48.8700322353404]}";48,87003224;2,375124831
124;ALLEE VIVALDI;13, RUE HENARD;PARIS_WIFI_1202;75012;"{""type"": ""Point"", ""coordinates"": [2.389217499322704, 48.84203106458122]}";48,84203106;2,389217499
127;BIBLIOTHEQUE SAINT ELOI;23, RUE DU COLONEL ROZANOFF;PARIS_WIFI_1206;75012;"{""type"": ""Point"", ""coordinates"": [2.387092143247935, 48.845526632386246]}";48,84552663;2,387092143
130;CENTRE D'HEBERGEMENT MAURICE RAVEL;6, AVENUE MAURICE RAVEL;PARIS_WIFI_1209;75012;"{""type"": ""Point"", ""coordinates"": [2.411640693289274, 48.842308012927305]}";48,84230801;2,411640693
134;JARDIN DE REUILLY;1, RUE ALBINONI;PARIS_WIFI_1213;75012;"{""type"": ""Point"", ""coordinates"": [2.388252540397555, 48.84280305085213]}";48,84280305;2,38825254
137;MAISON DES ASSOCIATIONS DU 12;181, AVENUE DAUMESNIL;PARIS_WIFI_1216;75012;"{""type"": ""Point"", ""coordinates"": [2.392402361141131, 48.84049832012111]}";48,84049832;2,392402361
148;BIBLIOTHEQUE GLACIERE - MARINA TSVETAIEVA;132, RUE DE LA GLACIERE;PARIS_WIFI_1301;75013;"{""type"": ""Point"", ""coordinates"": [2.341975308347513, 48.82731527276159]}";48,82731527;2,341975308
155;Centre Sportif Georges Carpentier Tennis de Table;81, BOULEVARD MASSENA;PARIS_WIFI_1308;75013;"{""type"": ""Point"", ""coordinates"": [2.370222702547036, 48.82011148521751]}";48,82011149;2,370222703
156;JARDIN CHATEAU DES RENTIERS;RUE DU CHATEAU DES RENTIERS;PARIS_WIFI_1309;75013;"{""type"": ""Point"", ""coordinates"": [2.369430950410213, 48.825380639572195]}";48,82538064;2,36943095
160;JARDIN JAMES JOYCE;RUE GEORGES BALANCHINE;PARIS_WIFI_1313;75013;"{""type"": ""Point"", ""coordinates"": [2.373757241245584, 48.836277455826675]}";48,83627746;2,373757241
166;PARC DE CHOISY;160, AVENUE DE CHOISY;PARIS_WIFI_1319;75013;"{""type"": ""Point"", ""coordinates"": [2.360801875316846, 48.82744623607507]}";48,82744624;2,360801875
171;SQUARE PAUL GRIMAULT (ex FONTAINE A MULARD);20, RUE DE LA FONTAINE A MULARD;PARIS_WIFI_1324;75013;"{""type"": ""Point"", ""coordinates"": [2.348504762785495, 48.82302336850922]}";48,82302337;2,348504763
184;CONSEIL DE LA JEUNESSE;40, RUE DIDOT;PARIS_WIFI_1404;75014;"{""type"": ""Point"", ""coordinates"": [2.319845259970973, 48.83154279257775]}";48,83154279;2,31984526
190;MAISON DES ASSOCIATIONS DU 14;22, RUE DEPARCIEUX;PARIS_WIFI_1410;75014;"{""type"": ""Point"", ""coordinates"": [2.325803079604429, 48.8355887617045]}";48,83558876;2,32580308
197;SQUARE FERDINAND BRUNOT;PLACE FERDINAND BRUNOT;PARIS_WIFI_1417;75014;"{""type"": ""Point"", ""coordinates"": [2.326849147868431, 48.832315529214455]}";48,83231553;2,326849148
207;CENTRE SPORTIF SUZANNE LENGLEN (ENTREE);2, RUE LOUIS ARMAND;PARIS_WIFI_1508;75015;"{""type"": ""Point"", ""coordinates"": [2.275694495982871, 48.832479476457095]}";48,83247948;2,275694496
217;PARC GEORGES BRASSENS (ENTREE);2, PLACE JACQUES MARETTE;PARIS_WIFI_1519;75015;"{""type"": ""Point"", ""coordinates"": [2.299936510734156, 48.83162131473665]}";48,83162131;2,299936511
218;PARC GEORGES BRASSENS (ROTONDE);2, PLACE JACQUES MARETTE;PARIS_WIFI_1520;75015;"{""type"": ""Point"", ""coordinates"": [2.300202096786847, 48.83243922003396]}";48,83243922;2,300202097
219;SQUARE ALLERAY LABROUSTE;92, RUE D'ALLERAY;PARIS_WIFI_1521;75015;"{""type"": ""Point"", ""coordinates"": [2.308597392299752, 48.83587463782668]}";48,83587464;2,308597392
223;SQUARE SAINT LAMBERT;1, RUE THEOPHRASTE  RENAUDOT;PARIS_WIFI_1525;75015;"{""type"": ""Point"", ""coordinates"": [2.297709468637395, 48.84250170153144]}";48,8425017;2,297709469
231;MAIRIE  16;71, AVENUE HENRI MARTIN;PARIS_WIFI_1607;75016;"{""type"": ""Point"", ""coordinates"": [2.276602358325428, 48.863946774156496]}";48,86394677;2,276602358
241;BIBLIOTHEQUE BROCHANT (COLETTE VIVIER);6, RUE FOURNEYRON;PARIS_WIFI_1702;75017;"{""type"": ""Point"", ""coordinates"": [2.319571704772937, 48.88979601929147]}";48,88979602;2,319571705
245;MAIRIE  17;16-20, RUE DES BATIGNOLLES;PARIS_WIFI_1706;75017;"{""type"": ""Point"", ""coordinates"": [2.321815827318247, 48.884490686848444]}";48,88449069;2,321815827
246;MAISON DES ASSOCIATIONS DU 17;25, RUE LANTIEZ;PARIS_WIFI_1707;75017;"{""type"": ""Point"", ""coordinates"": [2.323732818292944, 48.89502756640517]}";48,89502757;2,323732818
248;SQUARE DES EPINETTES;RUE MARIA DERAISMES;PARIS_WIFI_1709;75017;"{""type"": ""Point"", ""coordinates"": [2.326895116534895, 48.894926850990906]}";48,89492685;2,326895117
256;BIBLIOTHEQUE MAURICE GENEVOIX;19, RUE TRISTAN TZARA;PARIS_WIFI_1803;75018;"{""type"": ""Point"", ""coordinates"": [2.363791953571427, 48.89498813043983]}";48,89498813;2,363791954
257;BIBLIOTHEQUE JACQUELINE DE ROMILLY;16, AVENUE DE LA PORTE DE MONTMARTRE (BINET);PARIS_WIFI_1804;75018;"{""type"": ""Point"", ""coordinates"": [2.336229991735109, 48.899772582083436]}";48,89977258;2,336229992
259;JARDIN D EOLE;18 BIS RUE DU DEPARTEMENT;PARIS_WIFI_1806;75018;"{""type"": ""Point"", ""coordinates"": [2.36616899920839, 48.88650552596441]}";48,88650553;2,366168999
264;SQUARE LEON;PASSAGE LEON;PARIS_WIFI_1811;75018;"{""type"": ""Point"", ""coordinates"": [2.35365438179993, 48.88633987941649]}";48,88633988;2,353654382
273;BIBLIOTHEQUE CLAUDE LEVIS STRAUSS (EX : FLANDRE);35, AVENUE DE FLANDRE;PARIS_WIFI_1905;75019;"{""type"": ""Point"", ""coordinates"": [2.371374493593859, 48.8866810859574]}";48,88668109;2,371374494
274;BIBLIOTHEQUE HERGE;2, RUE DU DEPARTEMENT;PARIS_WIFI_1906;75019;"{""type"": ""Point"", ""coordinates"": [2.3672161609921583, 48.885010846777334]}";48,88501085;2,367216161
275;BIBLIOTHEQUE PLACE DES FETES;18, RUE JANSSEN;PARIS_WIFI_1907;75019;"{""type"": ""Point"", ""coordinates"": [2.39731691086378, 48.879393003777956]}";48,879393;2,397316911
278;MAIRIE  19;5, PLACE ARMAND CARREL;PARIS_WIFI_1910;75019;"{""type"": ""Point"", ""coordinates"": [2.382045333421792, 48.882808776877035]}";48,88280878;2,382045333
283;PARC DES BUTTES CHAUMONT (VILLETTE);7, RUE BOTZARIS;PARIS_WIFI_1915;75019;"{""type"": ""Point"", ""coordinates"": [2.388431930028125, 48.87977403278306]}";48,87977403;2,38843193
286;PARC DES BUTTES CHAUMONT (FESSARD);3, RUE BOTZARIS;PARIS_WIFI_1918;75019;"{""type"": ""Point"", ""coordinates"": [2.380819513191617, 48.87788873526401]}";48,87788874;2,380819513
288;SQUARE CLAUDE BERNARD (ex JARDIN D AUBERVILLIERS);BOULEVARD MACDONALD;PARIS_WIFI_1920;75019;"{""type"": ""Point"", ""coordinates"": [2.374504111567543, 48.89925587796653]}";48,89925588;2,374504112
295;BIBLIOTHEQUE SORBIER;17, RUE SORBIER;PARIS_WIFI_2005;75020;"{""type"": ""Point"", ""coordinates"": [2.392808658076997, 48.86595354556543]}";48,86595355;2,392808658
300;JARDIN DES AMANDIERS;RUE DES CENDRIERS;PARIS_WIFI_2010;75020;"{""type"": ""Point"", ""coordinates"": [2.387800280277418, 48.86588685026362]}";48,86588685;2,38780028
307;PARC DE BELLEVILLE;45, RUE DES COURONNES;PARIS_WIFI_2017;75020;"{""type"": ""Point"", ""coordinates"": [2.384166035407032, 48.87126664697061]}";48,87126665;2,384166035
310;PISCINE GEORGES VALLEREY;148, AVENUE GAMBETTA;PARIS_WIFI_2020;75020;"{""type"": ""Point"", ""coordinates"": [2.406173234441528, 48.87537547558354]}";48,87537548;2,406173234
