objectid;nom_site;adresse;code_site;arrondissement;geo_shape;geo_point_2d
91;BIBLIOTHEQUE CHATEAU D'EAU;72, RUE DU FAUBOURG SAINT MARTIN;PARIS_WIFI_1001;75010;POINT(2.35747939352296 48.87198632296065);48.871986323 2.35747939352
104;PLACE DE LA REPUBLIQUE EST;PLACE DE LA REPUBLIQUE;PARIS_WIFI-1014;75010;POINT(2.364532357969546 48.86714354650786);48.8671435465 2.36453235797
116;PROMENADE RICHARD LENOIR;67, BOULEVARD RICHARD LENOIR;PARIS_WIFI_1110;75011;POINT(2.371965556192567 48.859187870465114);48.8591878705 2.37196555619
118;SQUARE CHARONNE;159, RUE DE CHARONNE;PARIS_WIFI_1112;75011;POINT(2.389537068856354 48.85653437930169);48.8565343793 2.38953706886
123;ACTIVITES ARTISANALES ET CREATION;30, RUE DU FAUBOURG SAINT ANTOINE;PARIS_WIFI_1201;75012;POINT(2.371757060332373 48.85238585519887);48.8523858552 2.37175706033
146;ECOLE DU BREUIL;ROUTE DE LA FERME;PARIS_WIFI_1225;75012;POINT(2.459716037487984 48.82414199112698);48.8241419911 2.45971603749
147;PARC FLORAL;Avenue des Minimes;PARIS_WIFI_1226;75012;POINT(2.442404644060765 48.838020888900196);48.8380208889 2.44240464406
149;BIBLIOTHEQUE ITALIE;211, BOULEVARD VINCENT AURIOL;PARIS_WIFI_1302;75013;POINT(2.357068895746005 48.830919616345376);48.8309196163 2.35706889575
154;Centre Sportif Georges Carpentier Gymnase Annexe;81, BOULEVARD MASSENA;PARIS_WIFI_1307;75013;POINT(2.36824852956735 48.820600553931804);48.8206005539 2.36824852957
158;JARDIN DE LA MONTGOLFIERE (ex MOULINET VANDREZANN);RUE DU MOULINET;PARIS_WIFI_1311;75013;POINT(2.354051965235468 48.82708735646411);48.8270873565 2.35405196524
161;JARDIN MICHELET;237, RUE DE TOLBIAC;PARIS_WIFI_1314;75013;POINT(2.343275708773383 48.826005031790416);48.8260050318 2.34327570877
170;SQUARE DE LA RAFFINERIE SAY;BOULEVARD VINCENT AURIOL;PARIS_WIFI_1323;75013;POINT(2.360820093629506 48.831930982076045);48.8319309821 2.36082009363
175;SQUARE HELOISE ET ABELARD;22, RUE PIERRE GOURDAULT;PARIS_WIFI_1328;75013;POINT(2.369617801195923 48.83116090172131);48.8311609017 2.3696178012
179;STADE CHARLETY;99 BOULEVARD KELLERMANN;PARIS_WIFI_1332;75013;POINT(2.345703402700616 48.818991525017005);48.818991525 2.3457034027
187;JARDIN JULES NOEL;3, AVENUE MAURICE D'OCAGNE;PARIS_WIFI_1407;75014;POINT(2.314724532752332 48.824294428460405);48.8242944285 2.31472453275
188;JARDIN PORTE DE CHATILLON;16-26, RUE DE CHATILLON;PARIS_WIFI_1408;75014;POINT(2.322546139346144 48.82795457520279);48.8279545752 2.32254613935
191;PARC MONTSOURIS;2, RUE GAZAN;PARIS_WIFI_1411;75014;POINT(2.336452517695331 48.824067926585286);48.8240679266 2.3364525177
192;PARC MONTSOURIS;2, RUE GAZAN;PARIS_WIFI_1412;75014;POINT(2.339750525259541 48.82376930486854);48.8237693049 2.33975052526
202;BIBLIOTHEQUE VAUGIRARD;154, RUE LECOURBE;PARIS_WIFI_1503;75015;POINT(2.299332187518333 48.8417043875888);48.8417043876 2.29933218752
205;CENTRE ANIMATION ESPACE CEVENNES;9, RUE DE LA MONTAGNE D'AULAS;PARIS_WIFI_1506;75015;POINT(2.2789082545070958 48.84031683777133);48.8403168378 2.27890825451
206;CENTRE SPORTIF SUZANNE LENGLEN  (TRIBUNE COUR DE TENNIS);2, RUE LOUIS ARMAND;PARIS_WIFI_1507;75015;POINT(2.268608057263295 48.83078751182213);48.8307875118 2.26860805726
210;JARDIN NICOLE DE HAUTECLOCQUE;28, RUE EDGAR FAURE;PARIS_WIFI_1511;75015;POINT(2.295037777033956 48.851972743705815);48.8519727437 2.29503777703
214;MUSEE ANTOINE BOURDELLE;16, RUE ANTOINE BOURDELLE;PARIS_WIFI_1515;75015;POINT(2.318824302076685 48.843016416274466);48.8430164163 2.31882430208
222;SQUARE SAINT LAMBERT;RUE DU DOCTEUR JACQUEMAIRE;PARIS_WIFI_1524;75015;POINT(2.295963266211608 48.84248585866842);48.8424858587 2.29596326621
224;SQUARE VIOLET;PLACE VIOLET;PARIS_WIFI_1526;75015;POINT(2.288999166023091 48.84398554090061);48.8439855409 2.28899916602
227;JARDIN DU RANELAGH;CHAUSSEE DE LA MUETTE;PARIS_WIFI_1603;75016;POINT(2.271348427202927 48.85854576028772);48.8585457603 2.2713484272
230;JARDIN PORTE DE SAINT CLOUD;20, AVENUE FERDINAND BUISSON;PARIS_WIFI_1606;75016;POINT(2.254158179206998 48.83702984385546);48.8370298439 2.25415817921
233;MAISON DES ASSOCIATIONS DU 16;16, AVENUE RENE BOYLESVE;PARIS_WIFI_1609;75016;POINT(2.28417155183336 48.85653453107328);48.8565345311 2.28417155183
235;PARC DE PASSY;AVENUE DU PRESIDENT KENNEDY;PARIS_WIFI_1611;75016;POINT(2.283380660086784 48.85614763657777);48.8561476366 2.28338066009
238;JARDIN D'ACCLIMATATION;BOIS DE BOULOGNE;PARIS_WIFI_1615;75016;POINT(2.264853165394095 48.878339708766);48.8783397088 2.26485316539
242;BIBLIOTHEQUE ROSTAND;11, RUE NICOLAS CHUQUET;PARIS_WIFI_1703;75017;POINT(2.303261094836099 48.8885022914527);48.8885022915 2.30326109484
244;JARDIN DE LA PROMENADE PEREIRE;211, BOULEVARD PEREIRE;PARIS_WIFI_1705;75017;POINT(2.291001953711711 48.88150917341817);48.8815091734 2.29100195371
252;SQUARE DU CARDINAL PETIT DE JULLEVILLE;2, RUE GUSTAVE CHARPENTIER;PARIS_WIFI_1713;75017;POINT(2.282162558570457 48.88246734037603);48.8824673404 2.28216255857
253;SQUARE ERNEST CHAUSSON;55, AVENUE DE CLICHY;PARIS_WIFI_1714;75017;POINT(2.325154150688233 48.887360548589086);48.8873605486 2.32515415069
258;JARDIN D EOLE;18 BIS RUE DU DEPARTEMENT;PARIS_WIFI_1805;75018;POINT(2.365558738087352 48.887133326192405);48.8871333262 2.36555873809
268;BIBLIOTHEQUE VACLAV HAVEL;26 ESPLANADE NATHALIE SARRAUTE;PARIS_WIFI_1815;75018;POINT(2.362900232076396 48.88900698223251);48.8890069822 2.36290023208
270;BIBLIOTHEQUE BENJAMIN RABIER;141, AVENUE DE FLANDRE;PARIS_WIFI_1902;75019;POINT(2.379103859328853 48.89275838727382);48.8927583873 2.37910385933
272;BIBLIOTHEQUE FESSART;6, RUE FESSART;PARIS_WIFI_1904;75019;POINT(2.388165252324333 48.876266177023005);48.876266177 2.38816525232
276;CENTRE D'ANIMATION ANGELE MERCIER;133, BOULEVARD SERURIER;PARIS_WIFI_1908;75019;POINT(2.394482457204167 48.884160453367166);48.8841604534 2.3944824572
280;MAISON DU DEVELOPPEMENT ECONOMIQUE DU 19;27, RUE DU MAROC;PARIS_WIFI_1912;75019;POINT(2.367749475321573 48.887005931622966);48.8870059316 2.36774947532
281;PARC DE LA BUTTE DU CHAPEAU ROUGE;5, RUE ALPHONSE AULARD;PARIS_WIFI_1913;75019;POINT(2.399681099595484 48.88071908262578);48.8807190826 2.3996810996
284;PARC DES BUTTES CHAUMONT (BOLIVAR);1, RUE BOTZARIS;PARIS_WIFI_1916;75019;POINT(2.380511979393556 48.87664510410141);48.8766451041 2.38051197939
285;PARC DES BUTTES CHAUMONT (CARREL);4, PLACE ARMAND CARREL;PARIS_WIFI_1917;75019;POINT(2.382157970066665 48.882058409908524);48.8820584099 2.38215797007
287;SOLARIUM EDOUARD PAILLERON;39, RUE EDOUARD PAILLERON;PARIS_WIFI_1919;75019;POINT(2.377486168768832 48.8807564883101);48.8807564883 2.37748616877
294;BIBLIOTHEQUE OSCAR WILDE (EX : SAINT FARGEAU);12, RUE DU TELEGRAPHE;PARIS_WIFI_2004;75020;POINT(2.3997805483933 48.87206110131366);48.8720611013 2.39978054839
303;MAIRIE 20;6, PLACE GAMBETTA;PARIS_WIFI_2013;75020;POINT(2.398978685905535 48.865088642344055);48.8650886423 2.39897868591
312;SQUARE DE LA SALAMANDRE;RUE SAINT BLAISE;PARIS_WIFI_2022;75020;POINT(2.406051969449195 48.85770721706527);48.8577072171 2.40605196945
313;SQUARE EDOUARD VAILLANT;RUE BELGRAND;PARIS_WIFI_2023;75020;POINT(2.400251600459831 48.865116479843564);48.8651164798 2.40025160046
315;SQUARE PIXERECOURT;RUE PIXERECOURT;PARIS_WIFI_2025;75020;POINT(2.396239739728868 48.873254491104106);48.8732544911 2.39623973973
316;SQUARE SAMUEL CHAMPLAIN;9, AVENUE GAMBETTA;PARIS_WIFI_2026;75020;POINT(2.389759384270906 48.8630960238976);48.8630960239 2.38975938427
2;MAIRIE  01 - BIBLIOTHEQUE LOUVRE;4, PLACE DU LOUVRE;PARIS_WIFI_0105;75001;POINT(2.341114732459848 48.86010786537879);48.8601078654 2.34111473246
3;CENTRE D'ANIMATION LES HALLES LE MARAIS;6, PLACE CARREE;PARIS_WIFI_0103;75001;POINT(2.347236342037948 48.861919872369874);48.8619198724 2.34723634204
10;MAIRIE  03;2, RUE EUGENE SPULLER;PARIS-WIFI_0302;75003;POINT(2.36151323872912 48.86398927335011);48.8639892734 2.36151323873
13;MUSEE CARNAVALET;23, RUE DE SEVIGNE;PARIS-WIFI_0305;75003;POINT(2.36283100832983 48.85705387711304);48.8570538771 2.36283100833
14;SQUARE EMILE CHAUTEMPS;RUE SAINT MARTIN;PARIS-WIFI_0306;75003;POINT(2.353995987667433 48.86734640060441);48.8673464006 2.35399598767
15;SQUARE GEORGES CAIN;14, RUE PAYENNE;PARIS-WIFI_0307;75003;POINT(2.363064567331712 48.8581334655744);48.8581334656 2.36306456733
20;BIBLIOTHEQUE HISTORIQUE DE LA VILLE DE PARIS;24, RUE PAVEE;PARIS_WIFI_0404;75004;POINT(2.361648935644519 48.85704643762089);48.8570464376 2.36164893564
34;SQUARE DE L'HOTEL DE VILLE;QUAI DE L'HOTEL DE VILLE;PARIS_WIFI_0420;75004;POINT(2.352832183534358 48.8549201253407);48.8549201253 2.35283218353
41;SQUARE THEODORE MONOD (EX : SCIPION);8, RUE SCIPION;PARIS_WIFI_0514;75005;POINT(2.35391002939157 48.83867130095008);48.838671301 2.35391002939
47;JARDIN TINO ROSSI;8 QUAI SAINT BERNARD;PARIS_WIFI_0507;75005;POINT(2.359132146681016 48.84831847624935);48.8483184762 2.35913214668
48;MAIRIE  05;21, PLACE DU PANTHEON;PARIS_WIFI_0508;75005;POINT(2.34456235470046 48.84618889140702);48.8461888914 2.3445623547
52;SQUARE RENE VIVIANI;RUE LAGRANGE;PARIS_WIFI_0512;75005;POINT(2.347732229101465 48.85199336732023);48.8519933673 2.3477322291
57;SQUARE OZANAM;BOULEVARD DU MONTPARNASSE;PARIS_WIFI_0605;75006;POINT(2.327507787820889 48.84340962788521);48.8434096279 2.32750778782
65;PARC CHAMPS DE MARS;7 ALLEE CHARLES BOURGEOIS;PARIS_WIFI_0707;75007;POINT(2.293515115115051 48.85705252968377);48.8570525297 2.29351511512
77;PARC MONCEAU (ENTREE PARC);1, PLACE DE LA REPUBLIQUE DOMINICAINE;PARIS_WIFI_0809;75008;POINT(2.3091659695299143 48.87995173781822);48.8799517378 2.30916596953
79;PROMENADE DES CHAMPS ELYSEES (KIOSQUE A MUSIQUE);AVENUE EDOUARD TUCK;PARIS_WIFI_0811;75008;POINT(2.317973428132236 48.86583823697005);48.865838237 2.31797342813
80;SQUARE LOUIS XVI;RUE PASQUIER;PARIS_WIFI_0812;75008;POINT(2.32278856935256 48.873919291293284);48.8739192913 2.32278856935
82;BIBLIOTHEQUE CHAPTAL;26, RUE CHAPTAL;PARIS_WIFI_0902;75009;POINT(2.332212829639514 48.881118440543204);48.8811184405 2.33221282964
84;BIBLIOTHEQUE VALEYRE;24, RUE DE ROCHECHOUART;PARIS_WIFI_0904;75009;POINT(2.34500284180905 48.87796435679423);48.8779643568 2.34500284181
85;MAIRIE  09;6, RUE DROUOT;PARIS_WIFI_0905;75009;POINT(2.340437361708291 48.87260466084016);48.8726046608 2.34043736171
86;MAISON DES ASSOCIATIONS DU 09;54, RUE PIGALLE;PARIS_WIFI_0906;75009;POINT(2.335917995450873 48.88097516204873);48.880975162 2.33591799545
98;MAISON DES ASSOCIATIONS DU 10;206, QUAI DE VALMY;PARIS_WIFI_1008;75010;POINT(2.368701201002033 48.88178135771705);48.8817813577 2.368701201
103;PLACE DE LA REPUBLIQUE OUEST;PLACE DE LA REPUBLIQUE;PARIS_WIFI_1013;75010;POINT(2.3632611471754412 48.867915519208765);48.8679155192 2.36326114718
107;ANTENNE JEUNE ORILLON;43, RUE DE L'ORILLON;PARIS_WIFI_1101;75011;POINT(2.377306738780861 48.87054787306857);48.8705478731 2.37730673878
113;JARDIN LOUIS MAJORELLE;24, RUE DE LA FORGE ROYALE;PARIS_WIFI_1107;75011;POINT(2.3810300590349582 48.85197245449524);48.8519724545 2.38103005903
117;SQUARE BREGUET SABIN;25, BOULEVARD RICHARD LENOIR;PARIS_WIFI_1111;75011;POINT(2.370963738133975 48.857223616101834);48.8572236161 2.37096373813
132;ESPACE REUILLY;21, RUE HENARD;PARIS_WIFI_1211;75012;POINT(2.389557177297855 48.84259519746065);48.8425951975 2.3895571773
136;MAIRIE  12;130, AVENUE DAUMESNIL;PARIS_WIFI_1215;75012;POINT(2.388318659830759 48.841101571922536);48.8411015719 2.38831865983
139;PARC DE BERCY (JARDINAGE);1, COUR CHAMONARD;PARIS_WIFI_1218;75012;POINT(2.382142958211784 48.83559263766623);48.8355926377 2.38214295821
140;PARC DE BERCY (ORANGERIE);1, COUR CHAMONARD;PARIS_WIFI_1219;75012;POINT(2.383244887413641 48.83561716813782);48.8356171681 2.38324488741
141;PARC DE BERCY (TERRASSE BERCY);1, COUR CHAMONARD;PARIS_WIFI_1220;75012;POINT(2.382216462686325 48.83453761066351);48.8345376107 2.38221646269
150;BIBLIOTHEQUE JEAN PIERRE MELVILLE;77, RUE NATIONALE;PARIS_WIFI_1303;75013;POINT(2.366432632167355 48.82692441888442);48.8269244189 2.36643263217
151;CENTRE D'ACCUEIL KELLERMANN;17, BOULEVARD KELLERMANN;PARIS_WIFI_1304;75013;POINT(2.356650364325668 48.819741417211226);48.8197414172 2.35665036433
153;Centre Sportif Georges Carpentier Grande Halle;81, BOULEVARD MASSENA;PARIS_WIFI_1306;75013;POINT(2.367686332122479 48.820012166710505);48.8200121667 2.36768633212
162;MAIRIE  13;1, PLACE D'ITALIE;PARIS_WIFI_1315;75013;POINT(2.355558388425021 48.8322884894918);48.8322884895 2.35555838843
164;MAISON DES ASSOCIATIONS DU 13;13, RUE CAILLAUX;PARIS_WIFI_1317;75013;POINT(2.361373876851423 48.822688865732694);48.8226888657 2.36137387685
167;PARC DE CHOISY;160, AVENUE DE CHOISY;PARIS_WIFI_1320;75013;POINT(2.361035106054083 48.82832299823303);48.8283229982 2.36103510605
168;PARC KELLERMANN;3, RUE DE LA POTERNE DES PEUPLIERS;PARIS_WIFI_1321;75013;POINT(2.35380188239024 48.81848820127253);48.8184882013 2.35380188239
169;SOLARIUM JOSEPHINE BAKER;PORTE DE LA GARE;PARIS_WIFI_1322;75013;POINT(2.375880422982522 48.83602386977702);48.8360238698 2.37588042298
172;SQUARE GANDON;211, BOULEVARD MASSENA;PARIS_WIFI_1325;75013;POINT(2.362482783964654 48.82045456876293);48.8204545688 2.36248278396
173;SQUARE GEORGES DUHAMEL;RUE JEAN ANOUILH;PARIS_WIFI_1326;75013;POINT(2.377741922908203 48.83199265909073);48.8319926591 2.37774192291
174;SQUARE GUSTAVE MESUREUR;105, RUE JEANNE D ARC;PARIS_WIFI_1327;75013;POINT(2.36253450180826 48.833753641899385);48.8337536419 2.36253450181
180;STADE CHARLETY;99 BOULEVARD KELLERMANN;PARIS_WIFI_1333;75013;POINT(2.345508716928517 48.81830299686434);48.8183029969 2.34550871693
189;MAIRIE  14;2, PLACE FERDINAND BRUNOT;PARIS_WIFI_1409;75014;POINT(2.326836044095824 48.83299437047757);48.8329943705 2.3268360441
194;SQUARE ASPIRANT DUNAND;RUE MOUTON DUVERNET;PARIS_WIFI_1414;75014;POINT(2.325862401052461 48.83186225803826);48.831862258 2.32586240105
196;SQUARE DU CHANOINE VIOLLET;72, RUE DU MOULIN VERT;PARIS_WIFI_1416;75014;POINT(2.320694084877863 48.83116518915988);48.8311651892 2.32069408488
208;CENTRE SPORTIF SUZANNE LENGLEN (STADE DE RUDBY);2, RUE LOUIS ARMAND;PARIS_WIFI_1509;75015;POINT(2.270252786453891 48.83038671812223);48.8303867181 2.27025278645
209;JARDIN ATLANTIQUE;5, PLACE DES CINQ MARTYRS DU LYCÃ‰E BUFFON;PARIS_WIFI_1510;75015;POINT(2.319325553021533 48.84032953706638);48.8403295371 2.31932555302
216;PARC ANDRE CITROEN - ORANGERIE;5, RUE DE LA MONTAGNE DE LA FAGE;PARIS_WIFI_1518;75015;POINT(2.276409545795725 48.840048744229335);48.8400487442 2.2764095458
232;MAISON DE BALZAC;47, RUE RAYNOUARD;PARIS_WIFI_1608;75016;POINT(2.280829426602678 48.85535288499915);48.855352885 2.2808294266
247;PARC MARTIN LUTHER KING (CLICHY - BATIGNOLLES);147 RUE CARDINET;PARIS_WIFI_1708;75017;POINT(2.313986827220722 48.891528268625386);48.8915282686 2.31398682722
255;BIBLIOTHEQUE GOUTTE D'OR;2, RUE FLEURY;PARIS_WIFI_1802;75018;POINT(2.354148602094302 48.8844784417736);48.8844784418 2.35414860209
277;CENTRE D'ANIMATION JEAN MATHIS;15, RUE MATHIS;PARIS_WIFI_1909;75019;POINT(2.374863651223711 48.89078386168302);48.8907838617 2.37486365122
282;PARC DE LA BUTTE DU CHAPEAU ROUGE;5, RUE ALPHONSE AULARD;PARIS_WIFI_1914;75019;POINT(2.398788246101779 48.881176399524136);48.8811763995 2.3987882461
301;JARDIN GARE DE CHARONNE;59, BOULEVARD DAVOUT;PARIS_WIFI_2011;75020;POINT(2.410299369202864 48.85214207219321);48.8521420722 2.4102993692
306;MEDIATHEQUE MARGUERITE DURAS;109-115, RUE DE BAGNOLET;PARIS_WIFI_2016;75020;POINT(2.403031985213694 48.85992936546414);48.8599293655 2.40303198521
314;SQUARE EMMANUELLE FLEURY;RUE LE VAU;PARIS_WIFI_2024;75020;POINT(2.411041830819678 48.86997876954351);48.8699787695 2.41104183082
317;SQUARE SARAH BERHNARDT;RUE DE LAGNY;PARIS_WIFI_2027;75020;POINT(2.4047188382428 48.84923934025196);48.8492393403 2.40471883824
319;CENTRE D'ANIMATION KEN SARO WIWA;63 rue Buzenval;PARIS_WIFI_2029;75020;POINT(2.400739471029014 48.85280371655742);48.8528037166 2.40073947103
1;BIBLIOTHEQUE FRANCOIS TRUFFAUT;FORUM DES HALLES;PARIS_WIFI_0101;75001;POINT(2.346259579532 48.86197500106993);48.8619750011 2.34625957953
4;DISCOTHEQUE DES HALLES;8, PORTE SAINT EUSTACHE;PARIS_WIFI_0104;75001;POINT(2.346643382040771 48.862272857254126);48.8622728573 2.34664338204
12;MAISON INITIATIVES ETUDIANTES;50, RUE DES TOURNELLES;PARIS-WIFI_0304;75003;POINT(2.367336478361704 48.85621907442342);48.8562190744 2.36733647836
17;ATELIER DE RESTAURATION PHOTOGRAPHIQUE  (ARCP);10, RUE DE FOURCY;PARIS_WIFI_0401;75004;POINT(2.359633127609575 48.854840365728535);48.8548403657 2.35963312761
21;ESPACE DES BLANCS MANTEAUX;48, RUE VEILLE DU TEMPLE;PARIS_WIFI_0407;75004;POINT(2.358373677563368 48.85825856292208);48.8582585629 2.35837367756
24;HOTEL DE VILLE (1ER ETAGE);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0410;75004;POINT(2.35219155353054 48.85665066487209);48.8566506649 2.35219155353
25;HOTEL DE VILLE (3E ETAGE);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0411;75004;POINT(2.352542221340693 48.855927850116515);48.8559278501 2.35254222134
26;HOTEL DE VILLE (4E ETAGE);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0412;75004;POINT(2.352574324547439 48.856290379742596);48.8562903797 2.35257432455
33;PARVIS DE L'HOTEL DE VILLE (SEINE);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0419;75004;POINT(2.351943484420188 48.8564668226057);48.8564668226 2.35194348442
38;SQUARE DE LA TOUR SAINT JACQUES;88, RUE DE RIVOLI;PARIS_WIFI_0424;75004;POINT(2.349269982359865 48.857798215002816);48.857798215 2.34926998236
40;SQUARE SAINT MEDARD;32 RUE CENSIER;PARIS_WIFI_0513;75005;POINT(2.350530078011329 48.839761189862855);48.8397611899 2.35053007801
55;MAISON DES ASSOCIATIONS DU 06;60, RUE SAINT ANDRE DES ARTS;PARIS_WIFI_0603;75006;POINT(2.339607451618665 48.8535493008513);48.8535493009 2.33960745162
58;BIBLIOTHEQUE AMELIE;164, RUE DE GRENELLE;PARIS_WIFI_0701;75007;POINT(2.308971578280275 48.858065797174355);48.8580657972 2.30897157828
59;BIBLIOTHEQUE SAINT SIMON (MAIRIE DU 7E);116, RUE DE GRENELLE;PARIS_WIFI_0702;75007;POINT(2.319813150100944 48.85690521733102);48.8569052173 2.3198131501
72;JARDIN DE LA VALLEE SUISSE (ex PROMENADE DES CHAMPS ELYSEES (ASS));PLACE DU CANADA;PARIS_WIFI_0804;75008;POINT(2.310688284156154 48.865042875434945);48.8650428754 2.31068828416
87;SQUARE D'ANVERS;PLACE D'ANVERS;PARIS_WIFI_0907;75009;POINT(2.344263022692337 48.88238572254084);48.8823857225 2.34426302269
89;SQUARE TRINITE D ESTIENNE D ORVES;RUE BLANCHE;PARIS_WIFI_0909;75009;POINT(2.33125629333176 48.87679312861409);48.8767931286 2.33125629333
92;BIBLIOTHEQUE FRANCOIS VILLON;81, BOULEVARD DE LA VILLETTE;PARIS_WIFI_1002;75010;POINT(2.370769407435742 48.87724562731623);48.8772456273 2.37076940744
94;BOURSE DU TRAVAIL;3, RUE DU CHATEAU D'EAU;PARIS_WIFI_1004;75010;POINT(2.36207728770262 48.869038508309224);48.8690385083 2.3620772877
95;CENTRE D'ANIMATION ESPACE JEMMAPES;116, QUAI DE JEMMAPES;PARIS_WIFI_1005;75010;POINT(2.363910673190261 48.87504226943705);48.8750422694 2.36391067319
100;SQUARE ALBAN SATRAGNE;107, RUE DU FAUBOURG SAINT DENIS;PARIS_WIFI_1010;75010;POINT(2.354990281070108 48.875648295783265);48.8756482958 2.35499028107
102;SQUARE JULIETTE DODU;ANGLE RUE JULIETTE DODU;PARIS_WIFI_1012;75010;POINT(2.369178183912484 48.87557333035163);48.8755733304 2.36917818391
105;MEDIATHEQUE FRANCOISE SAGAN;8 RUE LEON SCHWARTZENBERG;PARIS_WIFI_1015;75010;POINT(2.353834246182005 48.87551395988317);48.8755139599 2.35383424618
108;BIBLIOTHEQUE FAIDHERBE;18, RUE FAIDHERBE;PARIS_WIFI_1102;75011;POINT(2.383941226524652 48.85159299158984);48.8515929916 2.38394122652
109;BIBLIOTHEQUE PARMENTIER;20, AVENUE PARMENTIER;PARIS_WIFI_1103;75011;POINT(2.378966512859756 48.860157858814006);48.8601578588 2.37896651286
111;JARDIN CITE PROST;17 RUE TITON;PARIS_WIFI_1105;75011;POINT(2.385418337555292 48.852155145386845);48.8521551454 2.38541833756
120;SQUARE JEAN AICARD;AVENUE JEAN AICARD;PARIS_WIFI_1114;75011;POINT(2.380856400742501 48.865823692965655);48.865823693 2.38085640074
121;SQUARE LA PETITE ROQUETTE;4, RUE SERVAN;PARIS_WIFI_1115;75011;POINT(2.38435591403956 48.85912813911415);48.8591281391 2.38435591404
126;BIBLIOTHEQUE HELENE BERR - PICPUS 2;70, RUE DE PICPUS;PARIS_WIFI_1204;75012;POINT(2.397539341572351 48.84253907970061);48.8425390797 2.39753934157
129;CENTRE D'ANIMATION REUILLY;19, RUE HENARD;PARIS_WIFI_1208;75012;POINT(2.389561870828768 48.842449589982266);48.84244959 2.38956187083
133;JARDIN ARSENAL;20, BOULEVARD DE LA BASTILLE;PARIS_WIFI_1212;75012;POINT(2.36758641239213 48.84891524878433);48.8489152488 2.36758641239
135;JARDIN CITE DEBERGUE;34, RUE DU RENDEZ VOUS;PARIS_WIFI_1214;75012;POINT(2.404013531274078 48.84657751256127);48.8465775126 2.40401353127
138;PARC DE BERCY (MAISON DU LAC);1, COUR CHAMONARD;PARIS_WIFI_1217;75012;POINT(2.384846857533117 48.83361412787135);48.8336141279 2.38484685753
142;PROMENADE PLANTEE;ALLEE VIVALDI;PARIS_WIFI_1221;75012;POINT(2.395432506646558 48.841248237449506);48.8412482374 2.39543250665
144;SQUARE CHARLES PEGUY;RUE ROTTEMBOURG;PARIS_WIFI_1223;75012;POINT(2.406748751661989 48.838741649276535);48.8387416493 2.40674875166
145;SQUARE SAINT ELOI;15, RUE SAINTE CLAIRE DEVILLE;PARIS_WIFI_1224;75012;POINT(2.387108667209415 48.84419225130575);48.8441922513 2.38710866721
159;JARDIN MOULIN DE LA POINTE;68, RUE DU MOULIN DE LA POINTE;PARIS_WIFI_1312;75013;POINT(2.356734021103358 48.82106084744979);48.8210608474 2.3567340211
176;SQUARE HENRI CADIOU;69, BOULEVARD ARAGO;PARIS_WIFI_1329;75013;POINT(2.342434440920686 48.83444345888076);48.8344434589 2.34243444092
178;SQUARE RENE LEGALL;43, RUE CORVISART;PARIS_WIFI_1331;75013;POINT(2.348581529946448 48.83164761741486);48.8316476174 2.34858152995
181;BIBLIOTHEQUE GEORGES BRASSENS;38, RUE GASSENDI;PARIS_WIFI_1401;75014;POINT(2.325837664822957 48.83376370043508);48.8337637004 2.32583766482
185;ESPACE ECONOMIE EMPLOI DU 14;13, RUE REMY DUMONCEL;PARIS_WIFI_1405;75014;POINT(2.332542048099356 48.8296812421623);48.8296812422 2.3325420481
193;PARC MONTSOURIS;2, RUE GAZAN;PARIS_WIFI_1413;75014;POINT(2.339756210702759 48.82396268559188);48.8239626856 2.3397562107
195;SQUARE CLAUDE NICOLAS LEDOUX;2, PLACE DENFERT ROCHEREAU;PARIS_WIFI_1415;75014;POINT(2.331338819454327 48.83431393479334);48.8343139348 2.33133881945
198;SQUARE JULIA BARTET;RUE JULIA BARTET;PARIS_WIFI_1418;75014;POINT(2.303706409546912 48.826321614966545);48.826321615 2.30370640955
199;SQUARE SERMENT DE KOUFRA;30, AVENUE ERNEST REYER;PARIS_WIFI_1419;75014;POINT(2.323442446123374 48.82212873729243);48.8221287373 2.32344244612
200;BIBLIOTHEQUE ANDREE CHEDID - EX : BEAUGRENELLE;36, RUE EMERIAU;PARIS_WIFI_1501;75015;POINT(2.286556960328885 48.850217433198644);48.8502174332 2.28655696033
201;BIBLIOTHEQUE GUTENBERG;8, RUE DE LA MONTAGNE D'AULAS;PARIS_WIFI_1502;75015;POINT(2.27868848309999 48.84020442238606);48.8402044224 2.2786884831
203;BIBLIOTHEQUE YOURCENAR;41, RUE D ALLERAY;PARIS_WIFI_1504;75015;POINT(2.303639471681494 48.83696055909148);48.8369605591 2.30363947168
204;BIBLIOTHEQUE YOURCENAR;41, RUE D ALLERAY;PARIS_WIFI_1505;75015;POINT(2.303510691732446 48.836860495273);48.8368604953 2.30351069173
215;MUSEE MEMORIAL MARECHAL LECLERC;23, ALLEE DE LA DEUXIEME DIVISION BLINDEE;PARIS_WIFI_1516;75015;POINT(2.319973246174122 48.84049584440984);48.8404958444 2.31997324617
